N°;Fecha Hora Inicio;Fecha Hora Termino;tfs;Modos de falla;Modos de falla;;;
1407;01-03-2023 12:25;01-03-2023 12:25;0:00;  Operaciones;;;;
1408;01-03-2023 10:30;01-03-2023 10:55;0:25;  Operaciones;;;;
1409;01-03-2023 5:30;01-03-2023 6:30;1:00;  Operaciones;;;;
1410;01-03-2023 4:40;01-03-2023 5:30;0:50;  Operaciones;;;;
1411;01-03-2023 2:20;01-03-2023 4:40;2:20;  Operaciones;;;;
1412;01-03-2023 2:00;01-03-2023 2:20;0:20;  Operaciones;;;;
1413;01-03-2023 0:00;01-03-2023 0:40;0:40;    Mecánica;;;;
1414;28-02-2023 23:10;28-02-2023 23:59;0:49;    Mecánica;;;;
1415;28-02-2023 20:50;28-02-2023 21:40;0:50;  Operaciones;;;;
1416;28-02-2023 19:15;28-02-2023 20:15;1:00;  Operaciones;;;;
1417;28-02-2023 18:45;28-02-2023 19:00;0:15;    Electrocontrol;;;;
1418;28-02-2023 17:50;28-02-2023 18:45;0:55;  Operaciones;;;;
1419;28-02-2023 17:20;28-02-2023 17:40;0:20;  Operaciones;;;;
1420;28-02-2023 14:20;28-02-2023 14:30;0:10;  Operaciones;;;;
1421;28-02-2023 13:30;28-02-2023 14:00;0:30;  Operaciones;;;;
1422;28-02-2023 11:40;28-02-2023 12:00;0:20;  Operaciones;;;;
1423;28-02-2023 10:45;28-02-2023 11:05;0:20;  Operaciones;;;;
1424;28-02-2023 10:05;28-02-2023 10:30;0:25;  Operaciones;;;;
1425;28-02-2023 9:00;28-02-2023 10:00;1:00;  Operaciones;;;;
1426;28-02-2023 5:40;28-02-2023 5:40;0:00;  Operaciones;;;;
1427;28-02-2023 5:00;28-02-2023 6:00;1:00;    Mecánica;;;;
1428;28-02-2023 3:10;28-02-2023 5:00;1:50;  Operaciones;;;;
1429;28-02-2023 0:00;28-02-2023 0:25;0:25;  Operaciones;;;;
1430;27-02-2023 21:25;27-02-2023 22:05;0:40;  Operaciones;;;;
1431;27-02-2023 20:15;27-02-2023 21:15;1:00;  Operaciones;;;;
1432;27-02-2023 18:15;27-02-2023 18:35;0:20;  Operaciones;;;;
1433;27-02-2023 16:40;27-02-2023 17:10;0:30;  Operaciones;;;;
1434;27-02-2023 16:10;27-02-2023 16:30;0:20;  Operaciones;;;;
1435;27-02-2023 14:50;27-02-2023 15:05;0:15;  Operaciones;;;;
1436;27-02-2023 14:30;27-02-2023 14:45;0:15;  Externa;;;;
1437;27-02-2023 12:00;27-02-2023 12:20;0:20;  Operaciones;;;;
1438;27-02-2023 11:20;27-02-2023 11:40;0:20;  Operaciones;;;;
1439;27-02-2023 10:00;27-02-2023 11:15;1:15;  Operaciones;;;;
1440;27-02-2023 6:30;27-02-2023 6:55;0:25;  Operaciones;;;;
1441;27-02-2023 5:00;27-02-2023 5:20;0:20;  Operaciones;;;;
1442;27-02-2023 2:30;27-02-2023 2:45;0:15;  Operaciones;;;;
1443;27-02-2023 1:00;27-02-2023 2:00;1:00;  Operaciones;;;;
1444;26-02-2023 20:00;26-02-2023 20:25;0:25;  Operaciones;;;;
1445;26-02-2023 16:40;26-02-2023 16:55;0:15;  Operaciones;;;;
1446;26-02-2023 14:00;26-02-2023 15:00;1:00;  Operaciones;;;;
1447;26-02-2023 13:10;26-02-2023 13:45;0:35;  Operaciones;;;;
1448;26-02-2023 11:00;26-02-2023 11:50;0:50;  Operaciones;;;;
1449;26-02-2023 7:30;26-02-2023 7:59;0:29;  Operaciones;;;;
1450;26-02-2023 6:00;26-02-2023 7:00;1:00;    Electrocontrol;;;;
1451;26-02-2023 5:00;26-02-2023 6:00;1:00;  Operaciones;;;;
1452;26-02-2023 1:00;26-02-2023 1:20;0:20;  Operaciones;;;;
1453;26-02-2023 0:00;26-02-2023 0:40;0:40;  Operaciones;;;;
1454;25-02-2023 21:10;25-02-2023 21:45;0:35;  Operaciones;;;;
1455;25-02-2023 19:40;25-02-2023 20:40;1:00;  Operaciones;;;;
1456;25-02-2023 18:00;25-02-2023 18:20;0:20;  Operaciones;;;;
1457;25-02-2023 14:20;25-02-2023 14:40;0:20;    Electrocontrol;;;;
1458;25-02-2023 13:25;25-02-2023 14:20;0:55;  Operaciones;;;;
1459;25-02-2023 11:20;25-02-2023 11:40;0:20;  Operaciones;;;;
1460;25-02-2023 10:25;25-02-2023 10:55;0:30;  Operaciones;;;;
1461;25-02-2023 9:00;25-02-2023 10:00;1:00;  Operaciones;;;;
1462;25-02-2023 4:25;25-02-2023 4:55;0:30;  Operaciones;;;;
1463;25-02-2023 4:00;25-02-2023 4:15;0:15;  Operaciones;;;;
1464;25-02-2023 3:20;25-02-2023 3:45;0:25;  Operaciones;;;;
1465;25-02-2023 1:40;25-02-2023 2:10;0:30;  Operaciones;;;;
1466;24-02-2023 22:45;24-02-2023 22:55;0:10;  Operaciones;;;;
1467;24-02-2023 21:30;24-02-2023 22:30;1:00;  Operaciones;;;;
1468;24-02-2023 18:35;24-02-2023 19:20;0:45;  Operaciones;;;;
1469;24-02-2023 16:00;24-02-2023 16:25;0:25;  Operaciones;;;;
1470;24-02-2023 8:00;24-02-2023 14:30;6:30;    Mecánica;;;;
1471;24-02-2023 0:00;24-02-2023 7:59;7:59;    Mecánica;;;;
1472;23-02-2023 16:35;23-02-2023 23:59;7:24;    Mecánica;;;;
1473;23-02-2023 14:50;23-02-2023 15:20;0:30;  Operaciones;;;;
1474;23-02-2023 8:00;23-02-2023 14:30;6:30;    Mecánica;;;;
1475;23-02-2023 0:00;23-02-2023 7:59;7:59;    Mecánica;;;;
1476;22-02-2023 20:15;22-02-2023 23:59;3:44;    Mecánica;;;;
1477;22-02-2023 16:30;22-02-2023 16:40;0:10;  Operaciones;;;;
1478;22-02-2023 13:00;22-02-2023 13:20;0:20;  Operaciones;;;;
1479;22-02-2023 11:40;22-02-2023 12:40;1:00;  Operaciones;;;;
1480;22-02-2023 11:00;22-02-2023 11:40;0:40;  Operaciones;;;;
1481;22-02-2023 9:50;22-02-2023 10:20;0:30;  Operaciones;;;;
1482;22-02-2023 9:00;22-02-2023 9:25;0:25;    Mecánica;;;;
1483;22-02-2023 6:20;22-02-2023 7:50;1:30;  Operaciones;;;;
1484;22-02-2023 2:50;22-02-2023 3:50;1:00;  Operaciones;;;;
1485;22-02-2023 0:15;22-02-2023 0:25;0:10;  Operaciones;;;;
1486;21-02-2023 22:00;21-02-2023 22:20;0:20;  Operaciones;;;;
1487;21-02-2023 18:35;21-02-2023 20:15;1:40;    Electrocontrol;;;;
1488;21-02-2023 16:00;21-02-2023 17:30;1:30;    Electrocontrol;;;;
1489;21-02-2023 14:45;21-02-2023 15:20;0:35;  Operaciones;;;;
1490;21-02-2023 12:50;21-02-2023 13:50;1:00;  Operaciones;;;;
1491;21-02-2023 10:35;21-02-2023 12:50;2:15;  Operaciones;;;;
1492;21-02-2023 9:20;21-02-2023 9:55;0:35;  Operaciones;;;;
1493;21-02-2023 8:00;21-02-2023 8:20;0:20;  Operaciones;;;;
1494;21-02-2023 5:00;21-02-2023 5:15;0:15;  Operaciones;;;;
1495;21-02-2023 3:50;21-02-2023 4:00;0:10;  Operaciones;;;;
1496;21-02-2023 2:00;21-02-2023 3:00;1:00;  Operaciones;;;;
1497;21-02-2023 0:15;21-02-2023 0:30;0:15;  Operaciones;;;;
1498;20-02-2023 20:00;20-02-2023 21:00;1:00;  Operaciones;;;;
1499;20-02-2023 17:00;20-02-2023 18:00;1:00;  Operaciones;;;;
1500;20-02-2023 10:05;20-02-2023 10:25;0:20;  Operaciones;;;;
1501;20-02-2023 5:10;20-02-2023 6:10;1:00;  Operaciones;;;;
1502;20-02-2023 4:35;20-02-2023 4:50;0:15;  Operaciones;;;;
1503;20-02-2023 3:45;20-02-2023 4:05;0:20;  Operaciones;;;;
1504;20-02-2023 2:50;20-02-2023 3:10;0:20;  Operaciones;;;;
1505;20-02-2023 1:35;20-02-2023 2:05;0:30;  Operaciones;;;;
1506;20-02-2023 1:15;20-02-2023 1:25;0:10;  Operaciones;;;;
1507;19-02-2023 20:20;19-02-2023 20:40;0:20;  Operaciones;;;;
1508;19-02-2023 18:55;19-02-2023 19:55;1:00;  Operaciones;;;;
1509;19-02-2023 18:05;19-02-2023 18:55;0:50;  Operaciones;;;;
1510;19-02-2023 17:30;19-02-2023 17:55;0:25;  Operaciones;;;;
1511;19-02-2023 17:10;19-02-2023 17:25;0:15;  Operaciones;;;;
1512;19-02-2023 13:20;19-02-2023 14:00;0:40;  Operaciones;;;;
1513;19-02-2023 11:30;19-02-2023 13:00;1:30;  Operaciones;;;;
1514;19-02-2023 10:30;19-02-2023 10:50;0:20;  Operaciones;;;;
1515;19-02-2023 9:30;19-02-2023 10:15;0:45;  Operaciones;;;;
1516;19-02-2023 8:30;19-02-2023 8:50;0:20;  Operaciones;;;;
1517;19-02-2023 5:25;19-02-2023 6:25;1:00;  Operaciones;;;;
1518;19-02-2023 2:50;19-02-2023 3:10;0:20;  Operaciones;;;;
1519;19-02-2023 2:20;19-02-2023 2:50;0:30;  Operaciones;;;;
1520;18-02-2023 20:20;18-02-2023 20:45;0:25;  Operaciones;;;;
1521;18-02-2023 19:20;18-02-2023 20:15;0:55;  Operaciones;;;;
1522;18-02-2023 17:30;18-02-2023 17:50;0:20;  Operaciones;;;;
1523;18-02-2023 17:00;18-02-2023 17:20;0:20;  Operaciones;;;;
1524;18-02-2023 16:00;18-02-2023 16:15;0:15;  Operaciones;;;;
1525;18-02-2023 14:40;18-02-2023 15:00;0:20;  Operaciones;;;;
1526;18-02-2023 13:35;18-02-2023 13:50;0:15;  Operaciones;;;;
1527;18-02-2023 11:30;18-02-2023 12:00;0:30;  Operaciones;;;;
1528;18-02-2023 10:05;18-02-2023 10:15;0:10;  Operaciones;;;;
1529;18-02-2023 9:00;18-02-2023 10:00;1:00;  Operaciones;;;;
1530;18-02-2023 6:30;18-02-2023 6:50;0:20;  Operaciones;;;;
1531;18-02-2023 5:40;18-02-2023 6:00;0:20;  Operaciones;;;;
1532;18-02-2023 0:40;18-02-2023 0:40;0:00;  Operaciones;;;;
1533;17-02-2023 22:00;17-02-2023 23:00;1:00;  Operaciones;;;;
1534;17-02-2023 20:40;17-02-2023 21:10;0:30;  Operaciones;;;;
1535;17-02-2023 20:10;17-02-2023 20:30;0:20;  Operaciones;;;;
1536;17-02-2023 16:00;17-02-2023 17:20;1:20;    Electrocontrol;;;;
1537;17-02-2023 13:15;17-02-2023 13:45;0:30;  Operaciones;;;;
1538;17-02-2023 12:00;17-02-2023 12:20;0:20;    Electrocontrol;;;;
1539;17-02-2023 11:00;17-02-2023 12:00;1:00;  Operaciones;;;;
1540;17-02-2023 6:35;17-02-2023 7:00;0:25;  Operaciones;;;;
1541;17-02-2023 4:55;17-02-2023 5:05;0:10;  Operaciones;;;;
1542;17-02-2023 4:00;17-02-2023 4:20;0:20;  Operaciones;;;;
1543;16-02-2023 22:55;16-02-2023 23:50;0:55;  Operaciones;;;;
1544;16-02-2023 22:05;16-02-2023 22:30;0:25;  Operaciones;;;;
1545;16-02-2023 20:00;16-02-2023 20:20;0:20;  Operaciones;;;;
1546;16-02-2023 18:20;16-02-2023 18:40;0:20;    Electrocontrol;;;;
1547;16-02-2023 16:00;16-02-2023 16:15;0:15;  Operaciones;;;;
1548;16-02-2023 13:10;16-02-2023 14:00;0:50;  Operaciones;;;;
1549;16-02-2023 10:40;16-02-2023 11:40;1:00;  Operaciones;;;;
1550;16-02-2023 9:10;16-02-2023 9:30;0:20;  Operaciones;;;;
1551;16-02-2023 5:00;16-02-2023 5:20;0:20;  Operaciones;;;;
1552;16-02-2023 1:50;16-02-2023 2:50;1:00;  Operaciones;;;;
1553;16-02-2023 0:00;16-02-2023 1:50;1:50;  Operaciones;;;;
1554;15-02-2023 20:20;15-02-2023 20:40;0:20;  Operaciones;;;;
1555;15-02-2023 17:10;15-02-2023 18:05;0:55;  Operaciones;;;;
1556;15-02-2023 13:05;15-02-2023 14:40;1:35;  Operaciones;;;;
1557;15-02-2023 12:15;15-02-2023 13:05;0:50;  Operaciones;;;;
1558;15-02-2023 10:55;15-02-2023 11:05;0:10;  Operaciones;;;;
1559;15-02-2023 8:50;15-02-2023 9:10;0:20;  Operaciones;;;;
1560;15-02-2023 8:10;15-02-2023 8:20;0:10;  Operaciones;;;;
1561;15-02-2023 6:10;15-02-2023 7:10;1:00;  Operaciones;;;;
1562;15-02-2023 5:30;15-02-2023 5:50;0:20;  Operaciones;;;;
1563;15-02-2023 5:30;15-02-2023 6:10;0:40;  Operaciones;;;;
1564;15-02-2023 4:30;15-02-2023 4:55;0:25;  Operaciones;;;;
1565;15-02-2023 3:35;15-02-2023 4:00;0:25;  Operaciones;;;;
1566;14-02-2023 22:10;14-02-2023 23:00;0:50;  Operaciones;;;;
1567;14-02-2023 21:50;14-02-2023 22:10;0:20;  Operaciones;;;;
1568;14-02-2023 21:30;14-02-2023 21:45;0:15;  Operaciones;;;;
1569;14-02-2023 19:20;14-02-2023 19:30;0:10;  Operaciones;;;;
1570;14-02-2023 18:30;14-02-2023 19:05;0:35;  Operaciones;;;;
1571;14-02-2023 14:15;14-02-2023 14:30;0:15;  Operaciones;;;;
1572;14-02-2023 12:20;14-02-2023 13:20;1:00;  Operaciones;;;;
1573;14-02-2023 10:45;14-02-2023 11:05;0:20;  Operaciones;;;;
1574;14-02-2023 10:25;14-02-2023 10:45;0:20;  Operaciones;;;;
1575;14-02-2023 9:45;14-02-2023 10:10;0:25;  Operaciones;;;;
1576;14-02-2023 5:10;14-02-2023 6:25;1:15;  Operaciones;;;;
1577;14-02-2023 2:10;14-02-2023 3:10;1:00;  Operaciones;;;;
1578;13-02-2023 21:00;13-02-2023 21:30;0:30;  Operaciones;;;;
1579;13-02-2023 20:00;13-02-2023 20:40;0:40;  Operaciones;;;;
1580;13-02-2023 18:20;13-02-2023 19:20;1:00;  Operaciones;;;;
1581;13-02-2023 13:00;13-02-2023 13:20;0:20;  Operaciones;;;;
1582;13-02-2023 12:20;13-02-2023 12:30;0:10;  Operaciones;;;;
1583;13-02-2023 9:10;13-02-2023 10:10;1:00;  Operaciones;;;;
1584;13-02-2023 8:00;13-02-2023 8:50;0:50;  Operaciones;;;;
1585;13-02-2023 6:05;13-02-2023 6:25;0:20;  Operaciones;;;;
1586;13-02-2023 5:35;13-02-2023 5:45;0:10;  Operaciones;;;;
1587;13-02-2023 4:45;13-02-2023 5:20;0:35;  Operaciones;;;;
1588;13-02-2023 2:00;13-02-2023 2:25;0:25;  Operaciones;;;;
1589;13-02-2023 1:20;13-02-2023 1:35;0:15;  Operaciones;;;;
1590;12-02-2023 22:30;12-02-2023 23:30;1:00;  Operaciones;;;;
1591;12-02-2023 18:45;12-02-2023 19:20;0:35;  Operaciones;;;;
1592;12-02-2023 17:40;12-02-2023 17:55;0:15;    Electrocontrol;;;;
1593;12-02-2023 14:30;12-02-2023 15:00;0:30;  Operaciones;;;;
1594;12-02-2023 13:40;12-02-2023 14:00;0:20;  Operaciones;;;;
1595;12-02-2023 12:30;12-02-2023 13:30;1:00;  Operaciones;;;;
1596;12-02-2023 5:20;12-02-2023 5:40;0:20;  Operaciones;;;;
1597;12-02-2023 3:40;12-02-2023 4:00;0:20;  Operaciones;;;;
1598;12-02-2023 2:00;12-02-2023 3:00;1:00;  Operaciones;;;;
1599;11-02-2023 21:20;11-02-2023 21:40;0:20;  Operaciones;;;;
1600;11-02-2023 19:25;11-02-2023 19:35;0:10;  Operaciones;;;;
1601;11-02-2023 18:10;11-02-2023 19:10;1:00;  Operaciones;;;;
1602;11-02-2023 16:50;11-02-2023 17:00;0:10;  Operaciones;;;;
1603;11-02-2023 16:30;11-02-2023 16:50;0:20;  Operaciones;;;;
1604;11-02-2023 8:40;11-02-2023 9:00;0:20;  Operaciones;;;;
1605;11-02-2023 6:00;11-02-2023 6:20;0:20;  Operaciones;;;;
1606;11-02-2023 5:00;11-02-2023 6:00;1:00;  Operaciones;;;;
1607;11-02-2023 1:30;11-02-2023 1:50;0:20;    Electrocontrol;;;;
1608;11-02-2023 1:10;11-02-2023 1:25;0:15;  Operaciones;;;;
1609;10-02-2023 21:40;10-02-2023 22:45;1:05;  Operaciones;;;;
1610;10-02-2023 20:25;10-02-2023 21:25;1:00;  Operaciones;;;;
1611;10-02-2023 19:10;10-02-2023 19:30;0:20;  Operaciones;;;;
1612;10-02-2023 18:35;10-02-2023 18:55;0:20;  Operaciones;;;;
1613;10-02-2023 17:30;10-02-2023 17:40;0:10;  Operaciones;;;;
1614;10-02-2023 16:35;10-02-2023 17:00;0:25;  Operaciones;;;;
1615;10-02-2023 13:30;10-02-2023 13:50;0:20;  Operaciones;;;;
1616;10-02-2023 10:30;10-02-2023 10:45;0:15;  Operaciones;;;;
1617;10-02-2023 10:00;10-02-2023 10:30;0:30;    Electrocontrol;;;;
1618;10-02-2023 8:00;10-02-2023 10:00;2:00;  Operaciones;;;;
1619;10-02-2023 6:50;10-02-2023 7:50;1:00;  Operaciones;;;;
1620;10-02-2023 5:10;10-02-2023 6:50;1:40;  Operaciones;;;;
1621;10-02-2023 4:20;10-02-2023 4:40;0:20;  Operaciones;;;;
1622;10-02-2023 3:40;10-02-2023 4:00;0:20;  Operaciones;;;;
1623;10-02-2023 0:15;10-02-2023 0:30;0:15;  Operaciones;;;;
1624;09-02-2023 21:35;09-02-2023 22:35;1:00;  Operaciones;;;;
1625;09-02-2023 20:40;09-02-2023 21:10;0:30;  Operaciones;;;;
1626;09-02-2023 18:10;09-02-2023 18:35;0:25;  Operaciones;;;;
1627;09-02-2023 18:00;09-02-2023 18:10;0:10;  Operaciones;;;;
1628;09-02-2023 17:00;09-02-2023 17:20;0:20;  Operaciones;;;;
1629;09-02-2023 14:15;09-02-2023 14:25;0:10;    Electrocontrol;;;;
1630;09-02-2023 12:40;09-02-2023 13:40;1:00;  Operaciones;;;;
1631;09-02-2023 10:00;09-02-2023 10:20;0:20;  Operaciones;;;;
1632;09-02-2023 7:00;09-02-2023 7:40;0:40;  Operaciones;;;;
1633;09-02-2023 6:30;09-02-2023 6:50;0:20;  Operaciones;;;;
1634;09-02-2023 5:55;09-02-2023 6:15;0:20;  Operaciones;;;;
1635;09-02-2023 3:00;09-02-2023 3:20;0:20;  Operaciones;;;;
1636;09-02-2023 1:30;09-02-2023 2:30;1:00;  Operaciones;;;;
1637;08-02-2023 21:25;08-02-2023 22:25;1:00;  Operaciones;;;;
1638;08-02-2023 20:00;08-02-2023 20:35;0:35;  Operaciones;;;;
1639;08-02-2023 13:00;08-02-2023 14:00;1:00;  Operaciones;;;;
1640;08-02-2023 11:00;08-02-2023 11:30;0:30;  Operaciones;;;;
1641;08-02-2023 10:15;08-02-2023 10:35;0:20;  Operaciones;;;;
1642;08-02-2023 3:30;08-02-2023 4:30;1:00;  Operaciones;;;;
1643;08-02-2023 1:30;08-02-2023 1:50;0:20;  Operaciones;;;;
1644;08-02-2023 1:00;08-02-2023 1:20;0:20;  Operaciones;;;;
1645;07-02-2023 20:40;07-02-2023 21:05;0:25;  Operaciones;;;;
1646;07-02-2023 19:30;07-02-2023 20:00;0:30;  Operaciones;;;;
1647;07-02-2023 17:25;07-02-2023 18:25;1:00;  Operaciones;;;;
1648;07-02-2023 11:50;07-02-2023 14:35;2:45;    Mecánica;;;;
1649;07-02-2023 11:20;07-02-2023 11:40;0:20;  Operaciones;;;;
1650;07-02-2023 9:40;07-02-2023 10:10;0:30;  Operaciones;;;;
1651;07-02-2023 8:25;07-02-2023 9:20;0:55;  Operaciones;;;;
1652;07-02-2023 8:00;07-02-2023 8:25;0:25;    Electrocontrol;;;;
1653;07-02-2023 4:50;07-02-2023 5:50;1:00;  Operaciones;;;;
1654;07-02-2023 4:00;07-02-2023 4:50;0:50;  Operaciones;;;;
1655;07-02-2023 2:15;07-02-2023 2:30;0:15;  Operaciones;;;;
1656;07-02-2023 1:20;07-02-2023 1:40;0:20;  Operaciones;;;;
1657;06-02-2023 18:15;06-02-2023 19:35;1:20;  Operaciones;;;;
1658;06-02-2023 17:15;06-02-2023 18:15;1:00;  Operaciones;;;;
1659;06-02-2023 13:50;06-02-2023 14:15;0:25;  Operaciones;;;;
1660;06-02-2023 11:35;06-02-2023 11:50;0:15;  Operaciones;;;;
1661;06-02-2023 8:00;06-02-2023 9:20;1:20;    Mecánica;;;;
1662;06-02-2023 7:00;06-02-2023 7:25;0:25;  Externa;;;;
1663;06-02-2023 5:20;06-02-2023 5:50;0:30;  Operaciones;;;;
1664;06-02-2023 4:00;06-02-2023 5:00;1:00;  Operaciones;;;;
1665;06-02-2023 1:45;06-02-2023 2:05;0:20;  Operaciones;;;;
1666;06-02-2023 1:00;06-02-2023 1:45;0:45;  Operaciones;;;;
1667;06-02-2023 0:15;06-02-2023 0:30;0:15;  Operaciones;;;;
1668;05-02-2023 21:35;05-02-2023 22:40;1:05;  Operaciones;;;;
1669;05-02-2023 20:55;05-02-2023 21:25;0:30;  Operaciones;;;;
1670;05-02-2023 18:30;05-02-2023 18:50;0:20;  Operaciones;;;;
1671;05-02-2023 18:00;05-02-2023 18:15;0:15;    Electrocontrol;;;;
1672;05-02-2023 17:00;05-02-2023 18:00;1:00;  Operaciones;;;;
1673;05-02-2023 14:15;05-02-2023 15:00;0:45;  Operaciones;;;;
1674;05-02-2023 13:00;05-02-2023 13:30;0:30;  Externa;;;;
1675;05-02-2023 9:20;05-02-2023 10:15;0:55;  Operaciones;;;;
1676;05-02-2023 9:05;05-02-2023 9:20;0:15;  Operaciones;;;;
1677;05-02-2023 6:00;05-02-2023 7:00;1:00;  Operaciones;;;;
1678;05-02-2023 4:20;05-02-2023 4:45;0:25;  Operaciones;;;;
1679;05-02-2023 3:30;05-02-2023 3:50;0:20;  Operaciones;;;;
1680;05-02-2023 2:40;05-02-2023 3:00;0:20;  Operaciones;;;;
1681;05-02-2023 2:10;05-02-2023 2:30;0:20;  Operaciones;;;;
1682;04-02-2023 22:00;04-02-2023 22:30;0:30;  Operaciones;;;;
1683;04-02-2023 20:35;04-02-2023 21:35;1:00;  Operaciones;;;;
1684;04-02-2023 20:05;04-02-2023 20:20;0:15;  Operaciones;;;;
1685;04-02-2023 17:00;04-02-2023 17:20;0:20;    Electrocontrol;;;;
1686;04-02-2023 14:40;04-02-2023 14:55;0:15;  Operaciones;;;;
1687;04-02-2023 12:20;04-02-2023 12:40;0:20;  Operaciones;;;;
1688;04-02-2023 12:05;04-02-2023 12:15;0:10;  Operaciones;;;;
1689;04-02-2023 11:40;04-02-2023 11:55;0:15;  Operaciones;;;;
1690;04-02-2023 11:00;04-02-2023 11:30;0:30;  Operaciones;;;;
1691;04-02-2023 9:00;04-02-2023 10:00;1:00;  Operaciones;;;;
1692;04-02-2023 6:00;04-02-2023 6:30;0:30;  Operaciones;;;;
1693;04-02-2023 0:00;04-02-2023 2:40;2:40;  Externa;;;;
1694;03-02-2023 21:40;03-02-2023 23:59;2:19;  Operaciones;;;;
1695;03-02-2023 20:00;03-02-2023 21:00;1:00;  Operaciones;;;;
1696;03-02-2023 17:40;03-02-2023 18:00;0:20;  Operaciones;;;;
1697;03-02-2023 13:30;03-02-2023 14:30;1:00;  Operaciones;;;;
1698;03-02-2023 12:30;03-02-2023 13:30;1:00;  Operaciones;;;;
1699;03-02-2023 12:00;03-02-2023 12:20;0:20;  Operaciones;;;;
1700;03-02-2023 11:30;03-02-2023 12:00;0:30;  Operaciones;;;;
1701;03-02-2023 10:00;03-02-2023 10:10;0:10;  Operaciones;;;;
1702;03-02-2023 9:30;03-02-2023 9:55;0:25;  Operaciones;;;;
1703;03-02-2023 8:15;03-02-2023 8:45;0:30;  Operaciones;;;;
1704;03-02-2023 6:40;03-02-2023 6:55;0:15;  Operaciones;;;;
1705;03-02-2023 6:10;03-02-2023 6:25;0:15;  Operaciones;;;;
1706;03-02-2023 5:05;03-02-2023 5:30;0:25;  Operaciones;;;;
1707;03-02-2023 4:00;03-02-2023 5:00;1:00;  Operaciones;;;;
1708;03-02-2023 0:25;03-02-2023 0:55;0:30;  Operaciones;;;;
1709;02-02-2023 22:25;02-02-2023 22:45;0:20;  Operaciones;;;;
1710;02-02-2023 20:05;02-02-2023 20:15;0:10;  Operaciones;;;;
1711;02-02-2023 19:20;02-02-2023 19:45;0:25;    Electrocontrol;;;;
1712;02-02-2023 18:30;02-02-2023 19:20;0:50;    Electrocontrol;;;;
1713;02-02-2023 16:00;02-02-2023 18:30;2:30;    Mecánica;;;;
1714;02-02-2023 10:30;02-02-2023 15:59;5:29;    Mecánica;;;;
1715;02-02-2023 8:00;02-02-2023 8:30;0:30;    Mecánica;;;;
1716;02-02-2023 6:40;02-02-2023 7:00;0:20;  Operaciones;;;;
1717;02-02-2023 4:45;02-02-2023 5:00;0:15;  Operaciones;;;;
1718;02-02-2023 3:40;02-02-2023 4:00;0:20;  Operaciones;;;;
1719;02-02-2023 2:15;02-02-2023 3:15;1:00;  Operaciones;;;;
1720;02-02-2023 0:40;02-02-2023 1:00;0:20;  Operaciones;;;;
1721;02-02-2023 0:15;02-02-2023 0:40;0:25;  Operaciones;;;;
1722;01-02-2023 22:35;01-02-2023 23:30;0:55;  Operaciones;;;;
1723;01-02-2023 19:00;01-02-2023 19:40;0:40;  Operaciones;;;;
1724;01-02-2023 18:35;01-02-2023 19:00;0:25;  Operaciones;;;;
1725;01-02-2023 16:45;01-02-2023 17:40;0:55;    Mecánica;;;;
1726;01-02-2023 16:15;01-02-2023 16:30;0:15;  Operaciones;;;;
1727;01-02-2023 15:00;01-02-2023 15:30;0:30;  Operaciones;;;;
1728;01-02-2023 14:40;01-02-2023 15:00;0:20;  Operaciones;;;;
1729;01-02-2023 13:10;01-02-2023 14:10;1:00;  Operaciones;;;;
1730;01-02-2023 12:30;01-02-2023 13:10;0:40;  Operaciones;;;;
1731;01-02-2023 11:45;01-02-2023 12:00;0:15;  Operaciones;;;;
1732;01-02-2023 9:00;01-02-2023 9:25;0:25;  Operaciones;;;;
1733;01-02-2023 6:30;01-02-2023 6:45;0:15;  Operaciones;;;;
1734;01-02-2023 5:45;01-02-2023 6:00;0:15;  Operaciones;;;;
1735;01-02-2023 5:20;01-02-2023 5:30;0:10;  Operaciones;;;;
1736;01-02-2023 5:00;01-02-2023 5:20;0:20;  Operaciones;;;;
1737;01-02-2023 0:50;01-02-2023 1:50;1:00;  Operaciones;;;;
1738;01-02-2023 0:20;01-02-2023 0:50;0:30;  Operaciones;;;;
1739;31-01-2023 18:50;31-01-2023 19:20;0:30;  Operaciones;;;;
1740;31-01-2023 18:35;31-01-2023 18:50;0:15;    Electrocontrol;;;;
1741;31-01-2023 17:35;31-01-2023 18:35;1:00;  Operaciones;;;;
1742;31-01-2023 16:45;31-01-2023 17:35;0:50;  Operaciones;;;;
1743;31-01-2023 13:30;31-01-2023 14:00;0:30;  Operaciones;;;;
1744;31-01-2023 10:45;31-01-2023 11:15;0:30;  Operaciones;;;;
1745;31-01-2023 8:00;31-01-2023 8:30;0:30;  Operaciones;;;;
1746;31-01-2023 7:20;31-01-2023 7:59;0:39;  Operaciones;;;;
1747;31-01-2023 6:15;31-01-2023 6:30;0:15;  Operaciones;;;;
1748;31-01-2023 5:40;31-01-2023 6:00;0:20;  Operaciones;;;;
1749;31-01-2023 4:20;31-01-2023 5:20;1:00;  Operaciones;;;;
1750;31-01-2023 2:25;31-01-2023 2:40;0:15;  Operaciones;;;;
1751;30-01-2023 16:00;30-01-2023 20:00;4:00;    Mecánica;;;;
1752;30-01-2023 8:00;30-01-2023 15:59;7:59;    Mecánica;;;;
1753;30-01-2023 0:15;30-01-2023 7:59;7:44;    Mecánica;;;;
1754;29-01-2023 22:00;29-01-2023 22:30;0:30;  Operaciones;;;;
