N°;Fecha Hora Inicio;Fecha Hora Termino;tfs;Modos de falla;Modos de falla;;;
705;28-04-2023 1:40;28-04-2023 2:00;0:20;  Operaciones;;;;
706;28-04-2023 0:50;28-04-2023 1:00;0:10;  Operaciones;;;;
707;27-04-2023 22:50;27-04-2023 23:50;1:00;  Operaciones;;;;
708;27-04-2023 21:30;27-04-2023 22:25;0:55;  Operaciones;;;;
709;27-04-2023 19:30;27-04-2023 19:45;0:15;  Operaciones;;;;
710;27-04-2023 19:00;27-04-2023 19:30;0:30;  Operaciones;;;;
711;27-04-2023 15:00;27-04-2023 15:20;0:20;  Operaciones;;;;
712;27-04-2023 14:30;27-04-2023 14:45;0:15;  Operaciones;;;;
713;27-04-2023 13:35;27-04-2023 14:05;0:30;  Operaciones;;;;
714;27-04-2023 12:00;27-04-2023 12:25;0:25;  Externa;;;;
715;27-04-2023 11:00;27-04-2023 12:00;1:00;  Operaciones;;;;
716;27-04-2023 9:30;27-04-2023 9:50;0:20;  Operaciones;;;;
717;27-04-2023 8:50;27-04-2023 9:05;0:15;  Operaciones;;;;
718;27-04-2023 8:25;27-04-2023 8:25;0:00;  Operaciones;;;;
719;27-04-2023 3:50;27-04-2023 4:50;1:00;  Operaciones;;;;
720;27-04-2023 3:35;27-04-2023 3:50;0:15;  Operaciones;;;;
721;27-04-2023 2:10;27-04-2023 2:30;0:20;  Operaciones;;;;
722;26-04-2023 21:35;26-04-2023 22:35;1:00;  Operaciones;;;;
723;26-04-2023 17:20;26-04-2023 17:50;0:30;  Operaciones;;;;
724;26-04-2023 16:25;26-04-2023 17:00;0:35;  Operaciones;;;;
725;26-04-2023 13:40;26-04-2023 14:00;0:20;  Operaciones;;;;
726;26-04-2023 11:20;26-04-2023 12:20;1:00;  Operaciones;;;;
727;26-04-2023 10:50;26-04-2023 11:10;0:20;  Operaciones;;;;
728;26-04-2023 6:30;26-04-2023 6:45;0:15;  Operaciones;;;;
729;26-04-2023 6:10;26-04-2023 6:30;0:20;  Operaciones;;;;
730;26-04-2023 4:15;26-04-2023 4:55;0:40;  Operaciones;;;;
731;26-04-2023 3:55;26-04-2023 4:05;0:10;  Operaciones;;;;
732;26-04-2023 3:00;26-04-2023 3:25;0:25;  Operaciones;;;;
733;26-04-2023 1:15;26-04-2023 2:15;1:00;  Operaciones;;;;
734;25-04-2023 22:55;25-04-2023 23:35;0:40;  Operaciones;;;;
735;25-04-2023 22:40;25-04-2023 22:55;0:15;  Operaciones;;;;
736;25-04-2023 21:40;25-04-2023 21:50;0:10;  Operaciones;;;;
737;25-04-2023 18:30;25-04-2023 18:45;0:15;  Operaciones;;;;
738;25-04-2023 17:40;25-04-2023 18:00;0:20;  Operaciones;;;;
739;25-04-2023 17:10;25-04-2023 17:40;0:30;  Operaciones;;;;
740;25-04-2023 16:00;25-04-2023 17:10;1:10;    Mecánica;;;;
741;25-04-2023 11:30;25-04-2023 15:59;4:29;    Mecánica;;;;
742;25-04-2023 9:00;25-04-2023 10:00;1:00;  Operaciones;;;;
743;25-04-2023 6:10;25-04-2023 6:20;0:10;  Operaciones;;;;
744;25-04-2023 4:00;25-04-2023 5:25;1:25;  Operaciones;;;;
745;25-04-2023 2:40;25-04-2023 3:30;0:50;    Electrocontrol;;;;
746;25-04-2023 1:45;25-04-2023 2:05;0:20;  Operaciones;;;;
747;25-04-2023 0:35;25-04-2023 0:50;0:15;  Operaciones;;;;
748;24-04-2023 23:10;24-04-2023 23:20;0:10;  Operaciones;;;;
749;24-04-2023 22:00;24-04-2023 22:20;0:20;  Operaciones;;;;
750;24-04-2023 20:00;24-04-2023 21:00;1:00;  Operaciones;;;;
751;24-04-2023 18:30;24-04-2023 18:50;0:20;  Operaciones;;;;
752;24-04-2023 16:25;24-04-2023 16:35;0:10;  Operaciones;;;;
753;24-04-2023 12:10;24-04-2023 12:25;0:15;    Mecánica;;;;
754;24-04-2023 11:30;24-04-2023 12:00;0:30;    Mecánica;;;;
755;24-04-2023 10:00;24-04-2023 11:30;1:30;  Operaciones;;;;
756;24-04-2023 9:00;24-04-2023 10:00;1:00;  Operaciones;;;;
757;24-04-2023 8:00;24-04-2023 9:00;1:00;  Operaciones;;;;
758;24-04-2023 6:55;24-04-2023 7:59;1:04;  Operaciones;;;;
759;24-04-2023 6:10;24-04-2023 6:20;0:10;  Operaciones;;;;
760;24-04-2023 4:30;24-04-2023 5:20;0:50;  Operaciones;;;;
761;24-04-2023 3:25;24-04-2023 3:35;0:10;  Operaciones;;;;
762;24-04-2023 2:40;24-04-2023 3:00;0:20;  Operaciones;;;;
763;23-04-2023 22:30;23-04-2023 23:00;0:30;    Mecánica;;;;
764;23-04-2023 21:30;23-04-2023 22:30;1:00;  Operaciones;;;;
765;23-04-2023 18:00;23-04-2023 18:20;0:20;  Operaciones;;;;
766;23-04-2023 12:10;23-04-2023 12:35;0:25;  Operaciones;;;;
767;23-04-2023 11:00;23-04-2023 11:15;0:15;    Electrocontrol;;;;
768;23-04-2023 11:00;23-04-2023 12:00;1:00;  Operaciones;;;;
769;23-04-2023 8:20;23-04-2023 8:20;0:00;  Operaciones;;;;
770;23-04-2023 6:00;23-04-2023 6:30;0:30;  Operaciones;;;;
771;23-04-2023 4:40;23-04-2023 5:00;0:20;  Operaciones;;;;
772;23-04-2023 1:40;23-04-2023 2:00;0:20;  Operaciones;;;;
773;23-04-2023 0:30;23-04-2023 0:50;0:20;  Operaciones;;;;
774;22-04-2023 22:45;22-04-2023 23:45;1:00;  Operaciones;;;;
775;22-04-2023 18:30;22-04-2023 18:50;0:20;  Operaciones;;;;
776;22-04-2023 18:00;22-04-2023 18:10;0:10;  Operaciones;;;;
777;22-04-2023 14:00;22-04-2023 14:20;0:20;  Operaciones;;;;
778;22-04-2023 13:00;22-04-2023 13:15;0:15;  Externa;;;;
779;22-04-2023 10:00;22-04-2023 11:00;1:00;  Operaciones;;;;
780;22-04-2023 3:40;22-04-2023 4:00;0:20;  Operaciones;;;;
781;22-04-2023 3:10;22-04-2023 3:35;0:25;  Operaciones;;;;
782;22-04-2023 0:30;22-04-2023 1:30;1:00;  Operaciones;;;;
783;21-04-2023 22:05;21-04-2023 22:40;0:35;  Operaciones;;;;
784;21-04-2023 19:40;21-04-2023 20:10;0:30;    Electrocontrol;;;;
785;21-04-2023 18:20;21-04-2023 18:40;0:20;  Operaciones;;;;
786;21-04-2023 13:00;21-04-2023 14:00;1:00;  Operaciones;;;;
787;21-04-2023 11:35;21-04-2023 14:30;2:55;    Mecánica;;;;
788;21-04-2023 10:00;21-04-2023 10:20;0:20;  Operaciones;;;;
789;21-04-2023 9:30;21-04-2023 9:50;0:20;  Operaciones;;;;
790;21-04-2023 8:00;21-04-2023 8:30;0:30;  Operaciones;;;;
791;21-04-2023 5:40;21-04-2023 6:00;0:20;  Operaciones;;;;
792;21-04-2023 3:40;21-04-2023 4:40;1:00;  Operaciones;;;;
793;20-04-2023 22:00;20-04-2023 22:20;0:20;  Operaciones;;;;
794;20-04-2023 19:35;20-04-2023 20:35;1:00;  Operaciones;;;;
795;20-04-2023 19:35;20-04-2023 20:35;1:00;  Operaciones;;;;
796;20-04-2023 16:35;20-04-2023 16:55;0:20;  Operaciones;;;;
797;20-04-2023 14:35;20-04-2023 14:50;0:15;  Operaciones;;;;
798;20-04-2023 12:40;20-04-2023 12:55;0:15;  Operaciones;;;;
799;20-04-2023 11:00;20-04-2023 11:20;0:20;  Operaciones;;;;
800;20-04-2023 9:30;20-04-2023 10:30;1:00;  Operaciones;;;;
801;20-04-2023 4:20;20-04-2023 4:40;0:20;  Operaciones;;;;
802;20-04-2023 1:50;20-04-2023 2:05;0:15;  Operaciones;;;;
803;19-04-2023 21:30;19-04-2023 22:30;1:00;  Operaciones;;;;
804;19-04-2023 17:30;19-04-2023 17:55;0:25;  Operaciones;;;;
805;19-04-2023 11:40;19-04-2023 12:40;1:00;    Mecánica;;;;
806;19-04-2023 10:20;19-04-2023 10:40;0:20;  Operaciones;;;;
807;19-04-2023 9:00;19-04-2023 10:00;1:00;  Operaciones;;;;
808;19-04-2023 6:20;19-04-2023 6:40;0:20;  Operaciones;;;;
809;19-04-2023 5:00;19-04-2023 5:30;0:30;  Operaciones;;;;
810;18-04-2023 21:00;18-04-2023 22:00;1:00;  Operaciones;;;;
811;18-04-2023 20:15;18-04-2023 21:00;0:45;  Operaciones;;;;
812;18-04-2023 16:00;18-04-2023 16:25;0:25;    Electrocontrol;;;;
813;18-04-2023 12:55;18-04-2023 14:40;1:45;  Operaciones;;;;
814;18-04-2023 12:00;18-04-2023 12:15;0:15;  Operaciones;;;;
815;18-04-2023 11:20;18-04-2023 11:45;0:25;  Operaciones;;;;
816;18-04-2023 9:15;18-04-2023 10:15;1:00;  Operaciones;;;;
817;18-04-2023 5:30;18-04-2023 5:50;0:20;  Operaciones;;;;
818;18-04-2023 5:00;18-04-2023 5:20;0:20;  Operaciones;;;;
819;18-04-2023 0:20;18-04-2023 0:45;0:25;  Operaciones;;;;
820;17-04-2023 22:05;17-04-2023 23:05;1:00;  Operaciones;;;;
821;17-04-2023 21:00;17-04-2023 21:20;0:20;  Operaciones;;;;
822;17-04-2023 19:30;17-04-2023 19:50;0:20;  Operaciones;;;;
823;17-04-2023 18:45;17-04-2023 19:05;0:20;  Operaciones;;;;
824;17-04-2023 14:55;17-04-2023 15:20;0:25;  Operaciones;;;;
825;17-04-2023 14:10;17-04-2023 14:30;0:20;  Operaciones;;;;
826;17-04-2023 11:35;17-04-2023 12:35;1:00;  Operaciones;;;;
827;17-04-2023 8:30;17-04-2023 8:40;0:10;  Operaciones;;;;
828;17-04-2023 8:05;17-04-2023 8:20;0:15;  Operaciones;;;;
829;17-04-2023 4:20;17-04-2023 4:40;0:20;  Operaciones;;;;
830;17-04-2023 3:00;17-04-2023 4:00;1:00;  Operaciones;;;;
831;16-04-2023 19:20;16-04-2023 19:40;0:20;  Operaciones;;;;
832;16-04-2023 18:00;16-04-2023 19:00;1:00;  Operaciones;;;;
833;16-04-2023 16:00;16-04-2023 16:25;0:25;    Electrocontrol;;;;
834;16-04-2023 14:00;16-04-2023 14:30;0:30;  Operaciones;;;;
835;16-04-2023 13:00;16-04-2023 13:30;0:30;    Mecánica;;;;
836;16-04-2023 10:30;16-04-2023 11:00;0:30;  Operaciones;;;;
837;16-04-2023 10:00;16-04-2023 10:15;0:15;    Electrocontrol;;;;
838;16-04-2023 9:00;16-04-2023 10:00;1:00;  Operaciones;;;;
839;16-04-2023 3:40;16-04-2023 4:00;0:20;  Operaciones;;;;
840;16-04-2023 0:45;16-04-2023 1:00;0:15;    Electrocontrol;;;;
841;15-04-2023 22:10;15-04-2023 23:10;1:00;  Operaciones;;;;
842;15-04-2023 21:45;15-04-2023 22:00;0:15;  Operaciones;;;;
843;15-04-2023 16:05;15-04-2023 16:30;0:25;  Operaciones;;;;
844;15-04-2023 14:40;15-04-2023 15:05;0:25;  Operaciones;;;;
845;15-04-2023 12:10;15-04-2023 13:20;1:10;  Operaciones;;;;
846;15-04-2023 6:10;15-04-2023 6:30;0:20;  Operaciones;;;;
847;15-04-2023 3:20;15-04-2023 4:20;1:00;  Operaciones;;;;
848;14-04-2023 21:00;14-04-2023 21:25;0:25;  Operaciones;;;;
849;14-04-2023 19:30;14-04-2023 19:50;0:20;  Operaciones;;;;
850;14-04-2023 18:20;14-04-2023 18:40;0:20;  Operaciones;;;;
851;14-04-2023 17:00;14-04-2023 18:00;1:00;  Operaciones;;;;
852;14-04-2023 12:30;14-04-2023 12:55;0:25;  Operaciones;;;;
853;14-04-2023 11:15;14-04-2023 12:25;1:10;  Operaciones;;;;
854;14-04-2023 8:45;14-04-2023 9:05;0:20;  Operaciones;;;;
855;14-04-2023 8:20;14-04-2023 8:45;0:25;    Electrocontrol;;;;
856;14-04-2023 5:10;14-04-2023 5:25;0:15;  Operaciones;;;;
857;14-04-2023 3:00;14-04-2023 3:25;0:25;  Operaciones;;;;
858;14-04-2023 0:00;14-04-2023 1:35;1:35;    Mecánica;;;;
859;13-04-2023 19:47;13-04-2023 19:47;0:00;    Mecánica;;;;
860;13-04-2023 16:00;13-04-2023 23:59;7:59;    Mecánica;;;;
861;13-04-2023 8:00;13-04-2023 15:59;7:59;    Mecánica;;;;
862;13-04-2023 7:25;13-04-2023 7:59;0:34;    Mecánica;;;;
863;13-04-2023 6:20;13-04-2023 6:45;0:25;  Operaciones;;;;
864;13-04-2023 4:15;13-04-2023 4:35;0:20;  Operaciones;;;;
865;13-04-2023 2:55;13-04-2023 3:05;0:10;  Operaciones;;;;
866;13-04-2023 0:00;13-04-2023 2:00;2:00;    Mecánica;;;;
867;12-04-2023 23:00;12-04-2023 23:20;0:20;    Mecánica;;;;
868;12-04-2023 22:20;12-04-2023 23:59;1:39;    Mecánica;;;;
869;12-04-2023 20:05;12-04-2023 21:30;1:25;    Mecánica;;;;
870;12-04-2023 18:40;12-04-2023 19:00;0:20;  Operaciones;;;;
871;12-04-2023 17:15;12-04-2023 17:55;0:40;    Electrocontrol;;;;
872;12-04-2023 14:25;12-04-2023 15:25;1:00;  Operaciones;;;;
873;12-04-2023 14:05;12-04-2023 14:25;0:20;  Operaciones;;;;
874;12-04-2023 8:10;12-04-2023 8:25;0:15;  Operaciones;;;;
875;12-04-2023 7:40;12-04-2023 7:59;0:19;  Operaciones;;;;
876;12-04-2023 6:00;12-04-2023 6:25;0:25;  Operaciones;;;;
877;12-04-2023 4:55;12-04-2023 5:55;1:00;  Operaciones;;;;
878;12-04-2023 3:05;12-04-2023 3:25;0:20;  Operaciones;;;;
879;12-04-2023 0:50;12-04-2023 1:05;0:15;  Operaciones;;;;
880;12-04-2023 0:00;12-04-2023 0:50;0:50;  Operaciones;;;;
881;11-04-2023 23:25;11-04-2023 23:59;0:34;  Operaciones;;;;
882;11-04-2023 18:45;11-04-2023 19:45;1:00;  Operaciones;;;;
883;11-04-2023 18:25;11-04-2023 18:45;0:20;  Operaciones;;;;
884;11-04-2023 16:30;11-04-2023 16:55;0:25;  Operaciones;;;;
885;11-04-2023 15:30;11-04-2023 15:59;0:29;  Operaciones;;;;
886;11-04-2023 15:10;11-04-2023 15:30;0:20;  Operaciones;;;;
887;11-04-2023 10:40;11-04-2023 11:00;0:20;  Operaciones;;;;
888;11-04-2023 9:20;11-04-2023 10:20;1:00;  Operaciones;;;;
889;11-04-2023 8:50;11-04-2023 9:20;0:30;  Operaciones;;;;
890;11-04-2023 6:00;11-04-2023 6:15;0:15;  Operaciones;;;;
891;11-04-2023 5:20;11-04-2023 5:45;0:25;  Operaciones;;;;
892;11-04-2023 4:10;11-04-2023 4:40;0:30;  Operaciones;;;;
893;11-04-2023 1:00;11-04-2023 1:15;0:15;  Operaciones;;;;
894;10-04-2023 22:30;10-04-2023 23:30;1:00;  Operaciones;;;;
895;10-04-2023 19:45;10-04-2023 19:55;0:10;  Operaciones;;;;
896;10-04-2023 17:30;10-04-2023 17:50;0:20;    Electrocontrol;;;;
897;10-04-2023 16:40;10-04-2023 16:40;0:00;  Operaciones;;;;
898;10-04-2023 16:30;10-04-2023 16:50;0:20;  Operaciones;;;;
899;10-04-2023 16:00;10-04-2023 16:15;0:15;    Electrocontrol;;;;
900;10-04-2023 15:35;10-04-2023 15:59;0:24;  Operaciones;;;;
901;10-04-2023 11:05;10-04-2023 12:05;1:00;  Operaciones;;;;
902;10-04-2023 8:25;10-04-2023 9:10;0:45;  Operaciones;;;;
903;10-04-2023 5:20;10-04-2023 5:40;0:20;  Operaciones;;;;
904;10-04-2023 1:30;10-04-2023 2:30;1:00;  Operaciones;;;;
905;10-04-2023 0:00;10-04-2023 0:35;0:35;  Operaciones;;;;
906;09-04-2023 20:40;09-04-2023 21:00;0:20;  Operaciones;;;;
907;09-04-2023 20:20;09-04-2023 20:40;0:20;  Operaciones;;;;
908;09-04-2023 18:20;09-04-2023 19:20;1:00;  Operaciones;;;;
909;09-04-2023 17:15;09-04-2023 17:35;0:20;  Operaciones;;;;
910;09-04-2023 16:05;09-04-2023 16:05;0:00;  Operaciones;;;;
911;09-04-2023 16:00;09-04-2023 16:15;0:15;  Operaciones;;;;
912;09-04-2023 15:00;09-04-2023 15:59;0:59;  Operaciones;;;;
913;09-04-2023 13:30;09-04-2023 14:30;1:00;  Operaciones;;;;
914;09-04-2023 11:30;09-04-2023 11:45;0:15;  Operaciones;;;;
915;09-04-2023 11:00;09-04-2023 11:20;0:20;  Operaciones;;;;
916;09-04-2023 9:45;09-04-2023 10:00;0:15;    Mecánica;;;;
917;09-04-2023 6:30;09-04-2023 6:45;0:15;  Operaciones;;;;
918;09-04-2023 5:15;09-04-2023 6:15;1:00;  Operaciones;;;;
919;09-04-2023 4:55;09-04-2023 5:15;0:20;  Operaciones;;;;
920;09-04-2023 2:40;09-04-2023 2:50;0:10;  Operaciones;;;;
921;09-04-2023 2:20;09-04-2023 2:40;0:20;  Operaciones;;;;
922;08-04-2023 22:00;08-04-2023 22:20;0:20;  Operaciones;;;;
923;08-04-2023 20:00;08-04-2023 21:00;1:00;  Operaciones;;;;
924;08-04-2023 19:00;08-04-2023 19:25;0:25;  Operaciones;;;;
925;08-04-2023 17:40;08-04-2023 17:50;0:10;  Operaciones;;;;
926;08-04-2023 8:40;08-04-2023 13:00;4:20;    Mecánica;;;;
927;08-04-2023 3:50;08-04-2023 4:50;1:00;  Operaciones;;;;
928;08-04-2023 1:15;08-04-2023 3:50;2:35;  Operaciones;;;;
929;07-04-2023 23:20;07-04-2023 23:35;0:15;  Operaciones;;;;
930;07-04-2023 22:00;07-04-2023 22:20;0:20;  Operaciones;;;;
931;07-04-2023 20:15;07-04-2023 21:15;1:00;  Operaciones;;;;
932;07-04-2023 18:30;07-04-2023 18:55;0:25;  Operaciones;;;;
933;07-04-2023 13:40;07-04-2023 14:00;0:20;  Operaciones;;;;
934;07-04-2023 13:00;07-04-2023 13:20;0:20;  Operaciones;;;;
935;07-04-2023 10:30;07-04-2023 11:30;1:00;  Operaciones;;;;
936;07-04-2023 8:30;07-04-2023 9:00;0:30;  Operaciones;;;;
937;07-04-2023 6:10;07-04-2023 6:35;0:25;  Operaciones;;;;
938;07-04-2023 2:20;07-04-2023 2:40;0:20;  Operaciones;;;;
939;07-04-2023 1:00;07-04-2023 2:00;1:00;  Operaciones;;;;
940;06-04-2023 22:35;06-04-2023 22:45;0:10;  Operaciones;;;;
941;06-04-2023 20:00;06-04-2023 21:20;1:20;  Operaciones;;;;
942;06-04-2023 19:10;06-04-2023 19:35;0:25;  Operaciones;;;;
943;06-04-2023 17:00;06-04-2023 18:20;1:20;    Mecánica;;;;
944;06-04-2023 16:00;06-04-2023 17:00;1:00;  Operaciones;;;;
945;06-04-2023 13:25;06-04-2023 13:40;0:15;    Electrocontrol;;;;
946;06-04-2023 10:40;06-04-2023 11:40;1:00;  Operaciones;;;;
947;06-04-2023 9:00;06-04-2023 9:20;0:20;  Externa;;;;
948;06-04-2023 6:20;06-04-2023 6:40;0:20;  Operaciones;;;;
949;06-04-2023 3:30;06-04-2023 3:50;0:20;  Operaciones;;;;
950;06-04-2023 1:05;06-04-2023 2:05;1:00;  Operaciones;;;;
951;05-04-2023 23:00;05-04-2023 23:15;0:15;  Operaciones;;;;
952;05-04-2023 21:45;05-04-2023 22:20;0:35;  Operaciones;;;;
953;05-04-2023 21:15;05-04-2023 21:25;0:10;  Operaciones;;;;
954;05-04-2023 20:10;05-04-2023 20:35;0:25;  Operaciones;;;;
955;05-04-2023 16:40;05-04-2023 16:50;0:10;  Operaciones;;;;
956;05-04-2023 14:15;05-04-2023 14:30;0:15;  Operaciones;;;;
957;05-04-2023 13:15;05-04-2023 14:15;1:00;  Operaciones;;;;
958;05-04-2023 10:30;05-04-2023 13:15;2:45;    Mecánica;;;;
959;05-04-2023 5:00;05-04-2023 5:20;0:20;  Operaciones;;;;
960;05-04-2023 4:20;05-04-2023 4:35;0:15;  Operaciones;;;;
961;05-04-2023 2:45;05-04-2023 3:30;0:45;  Operaciones;;;;
962;05-04-2023 1:10;05-04-2023 2:10;1:00;  Operaciones;;;;
963;04-04-2023 21:20;04-04-2023 21:40;0:20;  Operaciones;;;;
964;04-04-2023 21:10;04-04-2023 21:20;0:10;  Operaciones;;;;
965;04-04-2023 19:30;04-04-2023 20:00;0:30;  Operaciones;;;;
966;04-04-2023 15:11;04-04-2023 15:30;0:19;    Electrocontrol;;;;
967;04-04-2023 14:15;04-04-2023 15:15;1:00;  Operaciones;;;;
968;04-04-2023 14:00;04-04-2023 14:15;0:15;  Operaciones;;;;
969;04-04-2023 13:00;04-04-2023 13:20;0:20;  Operaciones;;;;
970;04-04-2023 12:25;04-04-2023 12:40;0:15;  Operaciones;;;;
971;04-04-2023 10:20;04-04-2023 10:40;0:20;  Operaciones;;;;
972;04-04-2023 8:45;04-04-2023 8:45;0:00;  Operaciones;;;;
973;04-04-2023 8:20;04-04-2023 8:40;0:20;  Operaciones;;;;
974;04-04-2023 7:20;04-04-2023 7:40;0:20;  Operaciones;;;;
975;04-04-2023 6:30;04-04-2023 6:50;0:20;  Operaciones;;;;
976;04-04-2023 5:30;04-04-2023 6:30;1:00;  Operaciones;;;;
977;04-04-2023 4:00;04-04-2023 4:35;0:35;  Operaciones;;;;
978;04-04-2023 3:10;04-04-2023 3:50;0:40;  Operaciones;;;;
979;04-04-2023 2:50;04-04-2023 3:10;0:20;  Operaciones;;;;
980;03-04-2023 21:10;03-04-2023 21:30;0:20;  Operaciones;;;;
981;03-04-2023 19:20;03-04-2023 20:20;1:00;  Operaciones;;;;
982;03-04-2023 17:10;03-04-2023 19:20;2:10;  Operaciones;;;;
983;03-04-2023 15:00;03-04-2023 15:20;0:20;  Operaciones;;;;
984;03-04-2023 12:20;03-04-2023 12:45;0:25;  Operaciones;;;;
985;03-04-2023 11:10;03-04-2023 11:30;0:20;  Operaciones;;;;
986;03-04-2023 10:00;03-04-2023 11:00;1:00;  Operaciones;;;;
987;03-04-2023 8:20;03-04-2023 8:30;0:10;  Operaciones;;;;
988;03-04-2023 8:00;03-04-2023 8:20;0:20;    Electrocontrol;;;;
989;03-04-2023 6:00;03-04-2023 6:20;0:20;  Operaciones;;;;
990;03-04-2023 5:00;03-04-2023 5:20;0:20;  Operaciones;;;;
991;03-04-2023 1:00;03-04-2023 2:00;1:00;  Operaciones;;;;
992;03-04-2023 0:00;03-04-2023 1:00;1:00;  Operaciones;;;;
993;02-04-2023 23:35;02-04-2023 23:59;0:24;  Operaciones;;;;
994;02-04-2023 22:40;02-04-2023 23:15;0:35;  Operaciones;;;;
995;02-04-2023 21:00;02-04-2023 21:20;0:20;  Operaciones;;;;
996;02-04-2023 19:35;02-04-2023 19:45;0:10;  Operaciones;;;;
997;02-04-2023 18:25;02-04-2023 18:50;0:25;    Electrocontrol;;;;
998;02-04-2023 17:50;02-04-2023 18:10;0:20;    Electrocontrol;;;;
999;02-04-2023 17:20;02-04-2023 17:35;0:15;  Operaciones;;;;
1000;02-04-2023 15:20;02-04-2023 15:40;0:20;  Operaciones;;;;
1001;02-04-2023 14:00;02-04-2023 15:00;1:00;  Operaciones;;;;
1002;02-04-2023 11:30;02-04-2023 11:55;0:25;  Operaciones;;;;
1003;02-04-2023 10:00;02-04-2023 10:10;0:10;  Operaciones;;;;
1004;02-04-2023 6:45;02-04-2023 7:10;0:25;  Operaciones;;;;
1005;02-04-2023 4:10;02-04-2023 5:10;1:00;  Operaciones;;;;
1006;02-04-2023 2:30;02-04-2023 2:50;0:20;  Operaciones;;;;
1007;01-04-2023 21:25;01-04-2023 22:05;0:40;  Operaciones;;;;
1008;01-04-2023 19:30;01-04-2023 20:30;1:00;  Operaciones;;;;
1009;01-04-2023 19:00;01-04-2023 19:20;0:20;  Operaciones;;;;
1010;01-04-2023 12:20;01-04-2023 13:20;1:00;  Operaciones;;;;
1011;01-04-2023 11:15;01-04-2023 12:20;1:05;  Operaciones;;;;
1012;01-04-2023 9:40;01-04-2023 9:50;0:10;  Operaciones;;;;
1013;01-04-2023 9:05;01-04-2023 9:15;0:10;  Operaciones;;;;
1014;01-04-2023 6:50;01-04-2023 7:10;0:20;  Operaciones;;;;
1015;01-04-2023 5:00;01-04-2023 5:30;0:30;  Operaciones;;;;
1016;01-04-2023 3:00;01-04-2023 3:30;0:30;  Operaciones;;;;
1017;01-04-2023 2:00;01-04-2023 2:15;0:15;  Operaciones;;;;
1018;01-04-2023 0:00;01-04-2023 0:30;0:30;    Electrocontrol;;;;
1019;31-03-2023 22:30;31-03-2023 23:30;1:00;  Operaciones;;;;
1020;31-03-2023 18:00;31-03-2023 18:20;0:20;  Operaciones;;;;
1021;31-03-2023 15:20;31-03-2023 15:40;0:20;    Electrocontrol;;;;
1022;31-03-2023 11:40;31-03-2023 12:00;0:20;  Operaciones;;;;
1023;31-03-2023 11:05;31-03-2023 11:15;0:10;  Operaciones;;;;
1024;31-03-2023 10:20;31-03-2023 11:20;1:00;  Operaciones;;;;
1025;31-03-2023 8:00;31-03-2023 8:50;0:50;  Operaciones;;;;
1026;31-03-2023 7:20;31-03-2023 7:40;0:20;  Operaciones;;;;
1027;31-03-2023 6:50;31-03-2023 7:20;0:30;  Operaciones;;;;
1028;31-03-2023 5:00;31-03-2023 5:20;0:20;  Operaciones;;;;
1029;31-03-2023 0:30;31-03-2023 0:55;0:25;  Operaciones;;;;
1030;30-03-2023 22:40;30-03-2023 23:40;1:00;  Operaciones;;;;
1031;30-03-2023 22:00;30-03-2023 22:20;0:20;  Operaciones;;;;
1032;30-03-2023 21:30;30-03-2023 21:50;0:20;  Operaciones;;;;
1033;30-03-2023 21:00;30-03-2023 21:20;0:20;  Operaciones;;;;
1034;30-03-2023 14:10;30-03-2023 14:30;0:20;  Operaciones;;;;
1035;30-03-2023 13:35;30-03-2023 13:45;0:10;  Operaciones;;;;
1036;30-03-2023 12:30;30-03-2023 13:30;1:00;  Operaciones;;;;
1037;30-03-2023 12:00;30-03-2023 12:30;0:30;  Operaciones;;;;
1038;30-03-2023 11:45;30-03-2023 12:00;0:15;  Operaciones;;;;
1039;30-03-2023 9:30;30-03-2023 10:00;0:30;  Operaciones;;;;
1040;30-03-2023 8:25;30-03-2023 8:40;0:15;  Operaciones;;;;
1041;30-03-2023 8:05;30-03-2023 8:20;0:15;  Operaciones;;;;
1042;30-03-2023 4:10;30-03-2023 5:00;0:50;    Electrocontrol;;;;
1043;30-03-2023 3:00;30-03-2023 4:00;1:00;  Operaciones;;;;
1044;30-03-2023 2:40;30-03-2023 3:00;0:20;    Electrocontrol;;;;
1045;29-03-2023 22:55;29-03-2023 23:15;0:20;    Electrocontrol;;;;
1046;29-03-2023 21:00;29-03-2023 21:20;0:20;  Operaciones;;;;
1047;29-03-2023 18:40;29-03-2023 19:40;1:00;  Operaciones;;;;
1048;29-03-2023 16:00;29-03-2023 18:40;2:40;  Operaciones;;;;
1049;29-03-2023 10:30;29-03-2023 11:30;1:00;    Mecánica;;;;
1050;29-03-2023 9:45;29-03-2023 10:00;0:15;  Operaciones;;;;
1051;29-03-2023 9:00;29-03-2023 9:35;0:35;  Operaciones;;;;
1052;29-03-2023 8:00;29-03-2023 9:00;1:00;    Mecánica;;;;
1053;29-03-2023 7:20;29-03-2023 7:59;0:39;    Mecánica;;;;
1054;29-03-2023 6:50;29-03-2023 7:05;0:15;  Operaciones;;;;
1055;29-03-2023 5:05;29-03-2023 6:05;1:00;  Operaciones;;;;
1056;29-03-2023 4:30;29-03-2023 4:50;0:20;  Operaciones;;;;
1057;29-03-2023 4:10;29-03-2023 4:25;0:15;  Operaciones;;;;
1058;29-03-2023 3:20;29-03-2023 3:35;0:15;  Operaciones;;;;
1059;29-03-2023 2:00;29-03-2023 2:10;0:10;  Operaciones;;;;
